,GlobalID,FileName,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude
18,{0188B952-8F4A-482B-B766-0DDABB0A3F05},ATT3165_A1BDDDA8-EF0B-40BF-B69F-F99C46FB0C88.jpg,2020-10-03 00:00:00,We caught it in a jar.,Negative ID,Thanks for the submission. That is a bald faced hornet.,2020-10-03,47.228374,-122.519198
19,{01A01074-C6CA-4CC7-B8E6-3B22BDA73B4A},ATT707_IMG_20200705_172118.jpg,2020-07-06 00:00:00,Saw this creature on my deck but was too slow to get a better picture. It was a bit over an inch long and kind of looks like the bald-face hornet you've pictured but I'm not sure.,Negative ID,Bald faced hornet. ,2020-07-06,47.846023,-122.508676
20,{01A7558E-BED5-4520-BC74-AC0C02001DE8},ATT2263_F3D5C8F1-0B35-4E45-94AC-2F879A5F8300.jpg,2020-08-23 00:00:00,Found in driveway and not moving much.  Very large guy with black face,Negative ID,Thanks for the submission. That could be a Lion beetle. Note its partial elytra (wing covers).,2020-08-23,47.737326,-122.365904
21,{01AA7FD6-8F00-4754-8E0F-A19DAAFBD823},ATT76_F7532DA5-28A5-476E-A825-CFD176CA064D.jpg,2020-04-23 00:00:00,Was attached to my window at work.,Negative ID,This one's a yellowacket,2020-04-23,47.607667,-122.312902
22,{01AE9539-FD83-40EF-B23B-257F69690687},ATT2089_20200817_155357.jpg,2020-08-17 00:00:00, ,Negative ID,Thanks for the submission. That is a Lion longhorn beetle!  ,2020-08-18,46.465248,-124.052826
23,{01CC62EE-47CE-46AC-80DF-0185A6711A8D},ATT2405_230DE7C1-1E42-4C7F-A40F-740D6B558F62.jpg,2020-08-27 00:00:00,Trapped it on our homemade plastic jar trap,Negative ID,Thanks for the submission. That is a Cicada killer!,2020-08-27,47.087642,-117.580023
24,{01D12FD6-AEA6-4466-AE79-76F867A128B8},ATT3171_2CB7C9FF-8898-4D4D-A658-AB82286DC020.jpg,2020-10-04 00:00:00,I found a decapitated bee on my fence. I don’t know if this was done by a hornet or what. I haven’t seen any giant hornets. Picture is of decapitated bee. Not sure if this is useful or not for your efforts?,Unverified,Thanks for the submission. Hornets do prey on bees. Your county is Negative for Asian giant hornet.,2020-10-04,47.579335,-122.38788
25,{01D94862-4158-42B6-964A-D185462F8616},ATT339_20200601_152951.jpg,2020-06-01 00:00:00, ,Negative ID,"That is a Cimbex sawfly. Look at those beautiful, clubbed antennae!  ",2020-06-01,47.263518,-122.647769
26,{01D94862-4158-42B6-964A-D185462F8616},ATT340_20200601_153025.jpg,2020-06-01 00:00:00, ,Negative ID,"That is a Cimbex sawfly. Look at those beautiful, clubbed antennae!  ",2020-06-01,47.263518,-122.647769
27,{01D94862-4158-42B6-964A-D185462F8616},ATT341_20200601_153016.jpg,2020-06-01 00:00:00, ,Negative ID,"That is a Cimbex sawfly. Look at those beautiful, clubbed antennae!  ",2020-06-01,47.263518,-122.647769
28,{01E31294-1A10-41F0-AB34-64C5C514C7E7},ATT1049_received_565991734081752.jpg,2020-07-19 00:00:00,landed on friends dog big not aggressive  but killed it,Negative ID,Cicada killer. ,2020-07-20,47.938283,-118.226001
29,{01F5C38B-E855-4378-BBF2-EF2039A338AA},ATT2831_15996835322786998264777458920746.jpg,2020-09-09 00:00:00, ,Negative ID,Thanks for the submission.  That is a wood wasp.,2020-09-09,47.357703,-122.310946
30,{0208D9EC-9652-4DFB-9313-8C25A534BB3B},ATT208_8082C7FA-16BE-4207-92CF-EBB10F1B6E0C.jpg,2020-05-19 00:00:00,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,Negative ID,This is a Jerusalem cricket -  ,2020-05-19,47.461451,-120.309291
31,{0208D9EC-9652-4DFB-9313-8C25A534BB3B},ATT209_04E429B7-CB1E-49C1-A375-55E2B7332361.jpg,2020-05-19 00:00:00,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,Negative ID,This is a Jerusalem cricket -  ,2020-05-19,47.461451,-120.309291
32,{0208D9EC-9652-4DFB-9313-8C25A534BB3B},ATT210_3B7EAFF1-DF1D-4406-B419-881E442967D0.jpg,2020-05-19 00:00:00,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,Negative ID,This is a Jerusalem cricket -  ,2020-05-19,47.461451,-120.309291
33,{0208D9EC-9652-4DFB-9313-8C25A534BB3B},ATT211_3B653326-73D2-4921-82BB-58125D221DEA.jpg,2020-05-19 00:00:00,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,Negative ID,This is a Jerusalem cricket -  ,2020-05-19,47.461451,-120.309291
34,{0212ED16-88CB-4789-B254-B5A2DF10F5CB},ATT1733_13AF6248-44D0-4AA7-923D-6822B688DF95.jpg,2020-08-07 00:00:00, ,Negative ID,Thanks for the submission. That was a female horntail sawfly. ,2020-08-07,45.621509,-122.591326
35,{02260072-09C1-420C-9C0F-2BCD61C97D17},ATT2577_20200831_124337.jpg,2020-08-31 00:00:00,Loud as hell when flying,Negative ID,"Thanks for the submission. That is a wood wasp, or horntail sawfly.",2020-08-31,47.69676,-117.200461
36,{02260072-09C1-420C-9C0F-2BCD61C97D17},ATT2578_20200831_124334.jpg,2020-08-31 00:00:00,Loud as hell when flying,Negative ID,"Thanks for the submission. That is a wood wasp, or horntail sawfly.",2020-08-31,47.69676,-117.200461
37,{0255CB0C-2D05-4F5A-A556-BA054287C5A1},ATT2841_15996973083368407998912412588232.jpg,2020-09-10 00:00:00,Second hornet. In red onion flowers.,Negative ID,Thanks for the submission. That is the great golden digger wasp.,2020-09-10,48.718875,-122.50155
38,{0257D22F-060A-427D-8ABC-4B931A408B86},ATT971_IMG-5717.jpg,2020-07-17 00:00:00,"Found dead insect in parking lot of University Court Apartments 2102 N Walnut St Ellensburg, WA 98926",Negative ID,That was a beetle. Poor thing.,2020-07-17,47.013612,-120.53845
39,{0257D22F-060A-427D-8ABC-4B931A408B86},ATT972_IMG-5718.jpg,2020-07-17 00:00:00,"Found dead insect in parking lot of University Court Apartments 2102 N Walnut St Ellensburg, WA 98926",Negative ID,That was a beetle. Poor thing.,2020-07-17,47.013612,-120.53845
40,{0257D22F-060A-427D-8ABC-4B931A408B86},ATT973_IMG-5719.jpg,2020-07-17 00:00:00,"Found dead insect in parking lot of University Court Apartments 2102 N Walnut St Ellensburg, WA 98926",Negative ID,That was a beetle. Poor thing.,2020-07-17,47.013612,-120.53845
41,{0257D22F-060A-427D-8ABC-4B931A408B86},ATT974_IMG-5720.jpg,2020-07-17 00:00:00,"Found dead insect in parking lot of University Court Apartments 2102 N Walnut St Ellensburg, WA 98926",Negative ID,That was a beetle. Poor thing.,2020-07-17,47.013612,-120.53845
42,{0258F644-F8FF-48F6-9B5C-8902259012FC},ATT465_5E4D8088-776D-447D-A613-B4629270F4AE.jpg,2020-06-14 00:00:00,Actually appears to be an elm sawfly. Please verify,Negative ID,"Yes, you are correct! Great job.",2020-06-14,47.689009,-121.949504
43,{02628EC2-B779-4FEB-BC2B-110ACE760117},ATT2664_BC1D9D5B-0AD2-4B7A-8179-2CD67D6BABF1.png,2020-09-03 00:00:00,"This was taken from my ring camera, looks to be trapped in a spider web this is in Ocean Shores",Negative ID,Thanks for the submission. That looks like a wasp. Your county is Negative for Asian giant hornet.,2020-09-03,46.928157,-124.16717
44,{02DE5DA2-EBE2-4E85-9013-BD13C4D11DC9},ATT951_20200716_095930.jpg,2020-07-16 00:00:00, ,Negative ID,That's a horntail wasp. Please don't kill them.,2020-07-16,47.68774,-122.18811
45,{033AE404-26AC-437A-809B-DD84E249D3DE},ATT1868_20200811_172159.jpg,2020-08-12 00:00:00,Picture was taken at Sumner Rv in Sumner Wa.,Negative ID,"Thanks for the submission. That is either a paper wasp (Polistes) variety, or a Spider wasp (Pompilidae) . Gorgeous picture! You should submit that to BugGuide.net.",2020-08-12,47.217854,-122.225826
46,{034E5CF8-2FFA-491A-9531-D04B71A31F9E},ATT1106_2EC690B2-44AF-486A-8C4E-8542DB2ADE8F.jpg,2020-07-22 00:00:00, ,Negative ID,Ten lined June bug beetle.,2020-07-22,47.178671,-122.26112
47,{034E5CF8-2FFA-491A-9531-D04B71A31F9E},ATT1107_8B2F2697-096A-4402-8267-58D52BE5D76C.jpg,2020-07-22 00:00:00, ,Negative ID,Ten lined June bug beetle.,2020-07-22,47.178671,-122.26112
48,{03831E51-5355-488C-A085-87FF05CDB0BC},ATT2094_848.jpg,2020-08-11 00:00:00,Was caught in a spider web at my house. I have it in a pill bottle.,Negative ID,"Thanks for the submission. That is a horntail sawfly, from the Siricid family.",2020-08-18,47.39665,-122.166717
49,{03971218-C08E-40E5-BED9-2D64888E2BA3},ATT361_4A114A10-1073-41A7-A714-6D6B739AD312.jpg,2020-06-04 00:00:00, ,Negative ID,That looks like a yellow jacket. It is not an Asian giant hornet.,2020-06-04,48.839058,-122.616491
50,{03A00CD2-54CC-4013-8D29-BD54E16CC891},ATT226_20200523_130131.jpg,2020-05-23 00:00:00,I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i,Negative ID,"Oh, this is so sad. It looks like they may have been sprayed with something. :(",2020-05-23,47.666575,-122.282676
51,{03A00CD2-54CC-4013-8D29-BD54E16CC891},ATT227_20200523_130127.jpg,2020-05-23 00:00:00,I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i,Negative ID,"Oh, this is so sad. It looks like they may have been sprayed with something. :(",2020-05-23,47.666575,-122.282676
52,{03A00CD2-54CC-4013-8D29-BD54E16CC891},ATT228_20200523_130103.jpg,2020-05-23 00:00:00,I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i,Negative ID,"Oh, this is so sad. It looks like they may have been sprayed with something. :(",2020-05-23,47.666575,-122.282676
53,{03B0838C-FD29-4398-81A7-0DE84FB34589},ATT992_IMG_0105.jpg,2020-07-18 00:00:00,"Was attacking our honeybees, significantly larger than all bees found in this area. Matches photos and description. TRAPPED TWO HORNETS alive, killed a third. varying in size but all around an american quarter circumference when rolled up. The photo belo",Negative ID,Thanks for the submission. That is an impressive closeup of a yellow jacket. ,2020-07-18,47.574808,-117.338426
54,{03DD0741-4051-4468-8EEE-185E05876160},ATT2688_046A83C2-1354-44C7-8786-BDD825358F2E.jpg,2020-09-04 00:00:00,This was flying around our yard so we sprayed with wasp spray so we could catch it.,Negative ID,"Thanks for the submission. That is a Urocerus sp. horntail sawfly, otherwise known as a wood wasp.",2020-09-04,47.94171,-122.299965
55,{03F8A9BE-8CE2-4C02-BCCE-314598523B3B},ATT2635_IMG_4691.jpg,2020-09-02 00:00:00, ,Negative ID,Thanks for the submission. That is a golden digger wasp.,2020-09-02,47.24858,-122.537
56,{03F8A9BE-8CE2-4C02-BCCE-314598523B3B},ATT2636_IMG_4689.jpg,2020-09-02 00:00:00, ,Negative ID,Thanks for the submission. That is a golden digger wasp.,2020-09-02,47.24858,-122.537
57,{0423197F-2EDD-4C9A-9CDC-7C1A77105A90},ATT3264_6ABEC933-C3D0-4343-814B-686B6D014264.jpg,2020-10-15 00:00:00,"landed on my window at the spokane airport. it would not fly off despite driving nearly 40 mph, so i killed it because i was afraid it would get in my car when i opened my door. the picture is not great but i compared it to a picture in person and i was",Negative ID,Thanks for the submission. That is a paper wasp.,2020-10-16,47.61986,-117.53384
58,{042A66BC-E9DA-4704-95A9-BFF740144F8A},ATT1400_20200731_104211.jpg,2020-07-31 00:00:00,Seen on garlic flower,Negative ID,Thanks for the submission. That is a Golden digger wasp. ,2020-07-31,47.4092,-122.188562
59,{042B4EFD-1BA5-4EF3-AF7A-809C4D20A76C},ATT2912_IMG_0375.jpg,2020-09-13 00:00:00,"On the ground, not really moving too much.",Negative ID,Thanks for the submission. That is a great golden digger wasp.,2020-09-13,47.692621,-122.38599
60,{0458624A-52DC-4C6B-8DAB-AD1FB54EB6D0},ATT1501_9855F965-C596-4FAD-B5C5-1027522A2E68.jpg,2020-08-02 00:00:00,Found dead hornet in pool filter.,Negative ID,Thanks for the submission. That is a female horntail sawfly.,2020-08-02,47.267459,-122.536725
61,{0458624A-52DC-4C6B-8DAB-AD1FB54EB6D0},ATT1502_AC1294CC-E223-4672-B18F-43EFE9229071.jpg,2020-08-02 00:00:00,Found dead hornet in pool filter.,Negative ID,Thanks for the submission. That is a female horntail sawfly.,2020-08-02,47.267459,-122.536725
62,{0458624A-52DC-4C6B-8DAB-AD1FB54EB6D0},ATT1503_72EAD939-D536-4D34-A363-5DF54C6E1769.jpg,2020-08-02 00:00:00,Found dead hornet in pool filter.,Negative ID,Thanks for the submission. That is a female horntail sawfly.,2020-08-02,47.267459,-122.536725
63,{0458624A-52DC-4C6B-8DAB-AD1FB54EB6D0},ATT1504_image.jpg,2020-08-02 00:00:00,Found dead hornet in pool filter.,Negative ID,Thanks for the submission. That is a female horntail sawfly.,2020-08-02,47.267459,-122.536725
64,{04B3A8BE-2667-4A57-9E6A-D1C6D940F04E},ATT3286_20201021_145043.jpg,2020-10-21 00:00:00,I was walking on the selah cliffs trail and found this on the dirt. I thought the head looked kind of like the murder hornet pictures I've seen.,Negative ID,Thanks for the submission. That is a Jerusalem cricket.,2020-10-21,46.70934,-120.460892
65,{04B3A8BE-2667-4A57-9E6A-D1C6D940F04E},ATT3287_20201021_145052.jpg,2020-10-21 00:00:00,I was walking on the selah cliffs trail and found this on the dirt. I thought the head looked kind of like the murder hornet pictures I've seen.,Negative ID,Thanks for the submission. That is a Jerusalem cricket.,2020-10-21,46.70934,-120.460892
66,{04B3A8BE-2667-4A57-9E6A-D1C6D940F04E},ATT3288_20201021_142622.jpg,2020-10-21 00:00:00,I was walking on the selah cliffs trail and found this on the dirt. I thought the head looked kind of like the murder hornet pictures I've seen.,Negative ID,Thanks for the submission. That is a Jerusalem cricket.,2020-10-21,46.70934,-120.460892
67,{04F3EA07-38E2-4D39-8281-B7F05D79807C},ATT272_15907104917385540760604136376000.jpg,2020-05-29 00:00:00,Driving north I-5 hit windshield,Negative ID,Those clubbed antennae are a characteristic of the Cimbex sawfly.  ,2020-05-29,48.62604,-122.359763
68,{04F3EA07-38E2-4D39-8281-B7F05D79807C},ATT273_15907105280712058698697689724664.jpg,2020-05-29 00:00:00,Driving north I-5 hit windshield,Negative ID,Those clubbed antennae are a characteristic of the Cimbex sawfly.  ,2020-05-29,48.62604,-122.359763
69,{04F3EA07-38E2-4D39-8281-B7F05D79807C},ATT274_15907105625236783966474010884117.jpg,2020-05-29 00:00:00,Driving north I-5 hit windshield,Negative ID,Those clubbed antennae are a characteristic of the Cimbex sawfly.  ,2020-05-29,48.62604,-122.359763
70,{054CA377-72E3-4E41-820D-FF7599563E23},ATT2062_20200817_113615.jpg,2020-08-17 00:00:00,Seen on my mint plant this morning in West Seattle.,Negative ID,Thanks for the submission. That is the Golden digger wasp. ,2020-08-17,47.550761,-122.359408
71,{05561194-9CB6-4857-8626-DA2CED599AEE},ATT463_image000002.jpg,2020-06-14 00:00:00,"Upon looking at the pictures of native species on your website, it looks like a baled-faced hornet. I have never even seen that kind of hornet either so I've attached a photo anyways, just in case.",Negative ID,"Yes, you are correct! Great job.",2020-06-14,47.737018,-122.249162
72,{056659D6-54D6-4976-B8D2-3271C6AF969F},ATT3245_52M1827UB1900_0000097a_20201012_135208.mp4,2020-10-12 00:00:00,Came right up to my Arlo camera.,Negative ID,Thanks for the submission. That is a yellowjacket.,2020-10-14,47.134416,-122.327462
73,{057C3E09-D367-4E8C-9F9D-010DC98F318A},ATT954_IMG_2938.jpg,2020-07-16 00:00:00,Landed in the backyard of house that is close to a cherry orchard. Picture taken from about one foot away.,Negative ID,Cicada killer. ,2020-07-16,47.09705,-119.28578
74,{059D6B7A-D8F5-4A5F-8C4A-332A292EE409},ATT436_IMG_20200518_125244766_HDR[1].jpg,2020-05-18 00:00:00,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",Negative ID,"Thank you for your posting! This is actually a ground beetle. It looks stripey because one of the hard forewings (the elytra) is torn off, revealing the abdominal segments.",2020-06-12,48.90749,-122.355099
75,{05B7819C-9F7F-42EE-B2C8-AFEA5F79A520},ATT2129_4FDB4C64-595D-4CA1-B480-E0E45F98EAC8.jpg,2020-07-14 00:00:00,"It is my Mom,  She is 95.  She took the photo.",Negative ID,Thanks for the submission. That is a June bug beetle.,2020-08-19,47.764456,-122.148421
76,{05C71645-C894-45CE-ACE0-E0466E164568},ATT230_20200424_140423.jpg,2020-04-25 00:00:00,I reported this earlier and did not think that had a picture .attached is a poto that I took of it,Negative ID,"That is an amazing, native elm sawfly!",2020-05-24,47.480287,-122.162668
77,{05DE32C7-D533-4C4A-B2BB-B6AEB294F825},ATT1224_bee1.jpg,2020-07-15 00:00:00,We were in the Wallace River off the bridge close to 1st street.  A chair was sitting in the water.  I looked at the chair and saw the bee crawl up on the chair out of the water.  It crawled up to the arm and sat there in the sun.  Its wings looked at le,Negative ID,Thanks for the submission. That's a native elm sawfly. ,2020-07-26,47.863244,-121.696343
78,{05DE32C7-D533-4C4A-B2BB-B6AEB294F825},ATT1225_Bee2.jpg,2020-07-15 00:00:00,We were in the Wallace River off the bridge close to 1st street.  A chair was sitting in the water.  I looked at the chair and saw the bee crawl up on the chair out of the water.  It crawled up to the arm and sat there in the sun.  Its wings looked at le,Negative ID,Thanks for the submission. That's a native elm sawfly. ,2020-07-26,47.863244,-121.696343
79,{05DE32C7-D533-4C4A-B2BB-B6AEB294F825},ATT1226_Bee3.jpg,2020-07-15 00:00:00,We were in the Wallace River off the bridge close to 1st street.  A chair was sitting in the water.  I looked at the chair and saw the bee crawl up on the chair out of the water.  It crawled up to the arm and sat there in the sun.  Its wings looked at le,Negative ID,Thanks for the submission. That's a native elm sawfly. ,2020-07-26,47.863244,-121.696343
80,{05DE32C7-D533-4C4A-B2BB-B6AEB294F825},ATT1227_Bee4.jpg,2020-07-15 00:00:00,We were in the Wallace River off the bridge close to 1st street.  A chair was sitting in the water.  I looked at the chair and saw the bee crawl up on the chair out of the water.  It crawled up to the arm and sat there in the sun.  Its wings looked at le,Negative ID,Thanks for the submission. That's a native elm sawfly. ,2020-07-26,47.863244,-121.696343
81,{05F3D0A6-EAC3-472F-A591-D2D21D7A91B2},ATT2142_image.jpg,2020-08-19 00:00:00,We have a hibiscus tree in the fro y yard that bees love. Today while getting the mail I noticed a very large bee with a orange head. I tried to get a pic but it flew toword me. After I got in the house there appeared to be smaller bees with orange heads,Unverified, ,2020-08-19,48.090872,-122.171197
82,{060FD7A4-AC6A-4C94-AE45-A31193BEC635},ATT1213_20200725_152014.jpg,2020-07-25 00:00:00,It was on the woodpile caught it it's alive .,Negative ID,Thanks for the submission. That is the Lion longhorn beetle!  ,2020-07-26,48.074098,-123.347615
83,{062208B5-23F3-4C90-BDD3-4B7F0A718A20},ATT1690_IMG_0820.jpg,2020-08-05 00:00:00,"This was flying around our worksite.  We stepped on it then took the attached photo.  This was in Kent, WA",Negative ID,Thanks for the submission. That is a female horntail sawfly. Not necessary to kill them.,2020-08-05,47.397192,-122.257392
84,{06A93A8D-9865-4855-8D92-044BF60A85A8},ATT224_IMG_0795.mov,2020-05-20 00:00:00,You can call me on my cell 206-255-7713 if you can't access this video.,Negative ID,That beauty is an elm sawfly!,2020-05-21,47.3074,-122.23041
85,{06B235BD-C11E-499C-9956-BBD1102FEF59},ATT1527_trim.A95B0E90-E4CE-4513-B877-EFD7B748D27F.MOV,2020-08-01 00:00:00,It was surrounded by other bees and we could clearly tell it was larger and a different color,Negative ID,"Thanks for the submission. It was really hard to see, but it looks like a horntail sawfly, or a Golden digger wasp. Your county is currently negative for Asian giant hornet. Thanks for the submission. That is a Golden digger wasp.  ",2020-08-02,47.578559,-122.083444
86,{06D99D95-FB8C-4F87-9381-17F3FEB051C5},ATT2171_IMG_20200819_165341.jpg,2020-08-19 00:00:00,"Was about an inch and a half long, but I didn't want to get too close so this photo is zoomed in and grainy l",Negative ID,Thanks for submitting. That is the Golden digger wasp.,2020-08-20,47.61676,-122.112496
87,{07352CB2-F701-4B02-99BC-86C9B77E02A2},ATT2286_2776E977-B4CC-4164-9747-6357527E74C8.jpg,2020-08-24 00:00:00,I have caught what may be an Asian Giant Hornet. I have sighted this bug 4 times on our property in Freeland Wa. The insect is 1.75 inches from nose to end of stinger. The face has a small amount of orange above both eyes. The legs are black and yellow.,Negative ID,Thanks for the submission. That is a horntail sawfly in the Urocerus genus.,2020-08-24,48.04979,-122.59155
88,{07464825-53F0-44CF-86AE-6C03E0AD7FC5},ATT1540_FFD06B40-880D-4BA0-8EC1-12D8C70F5C3E.jpg,2020-08-02 00:00:00, ,Negative ID,Thanks for the submission. That is a Golden digger wasp. ,2020-08-02,47.14808,-122.1591
89,{0766E2D1-1BF3-4FE9-B149-A5B6F3E2EBD5},ATT2298_IMG_20200823_213341.jpg,2020-08-24 00:00:00,I was picking my green beans from the garden a saw the bee alive on the leaf.,Negative ID,Thanks for the submission. That is a spider wasp.,2020-08-24,48.114817,-123.46578
90,{076DEDA1-899E-4FED-AB26-16FDC985985D},ATT2828_image.jpg,2020-09-09 00:00:00,Found in my garage. It’s now in a jar in my garage.,Negative ID,Thanks for the submission. That is a bald faced hornet.,2020-09-09,48.957439,-122.451843
91,{076EF0A1-E7C1-4BA2-AB5B-9DAB397AC12E},ATT2702_953FF4D1-39FA-4ADA-BDE0-DA6B8F360D0E.jpg,2020-09-05 00:00:00,Found in a spider web,Negative ID,"Thanks for the submission. That is a wood wasp, otherwise known as a horntail sawfly.",2020-09-05,47.501028,-122.229064
